productAsin,date,isVerified,ratingScore,reviewTitle,reviewDescription,model,Color,Storage
B0BGQKY8S9,8/31/2024,TRUE,5,Like a brand new iPhone,"So I was really pretty skeptical at first of buying a refurbished iPhone off of Amazon no less, but I was in desperate need of a new phone and Amazon partners with Affirm so I could finance, so I carefully read through the reviews and ultimately orde Red the dark green iPhone 13 back in April and here I am in almost September and I can’t even tell you how happy and impressed I am with this phone!! Not a SINGLE scratch, dent, crack or any indication of cosmetic damage whatsoever, came with original charger and pamphlets, started up perfectly, transfer Red over my sd card and my phone service to this phone without a SINGLE hitch, works like brand new, camera quality is up to par, battery health is 100%, speakers and audio are perfect! So glad I went this route and bought a refurbished iPhone through Amazon and didn’t spend hund Reds more at a phone store! If you’re on the fence, I definitely recommend!! I feel I should also mention real quick that only about a WEEK after I got the phone I dropped it the freaking TOILET and at first I was HORRIFIED, I of course majorly panicked and acted very quickly so it was only in water for a few seconds and I dried it off as thoroughly as physically possible (don’t use rice!) but I of course am so relieved to say that even after that incident the phone is still in perfect operating condition!",Apple iPhone 13,Green,128GB
B0BGQKY8S9,9/8/2024,TRUE,5,Renewed premium excellent so far,"Just got my “renewed premium” iPhone 13 from Amazon and by all accounts it’s excellent and pristine — even the packaging was impressive. Honestly, it just seems like a brand-spanking new iPhone but $200 cheaper than the same refurbished iPhone from Apple. It looks flawless, and the battery is at 100% capacity that doesn’t always appear to always be the case with just “renewed” products. It was a bit of a risk, but with the backing of Amazon I decided to give it a shot and SO GLAD I did. Highly recommended!!! And I’ll report back if any eventual downsides, but I highly doubt it given what I’m seeing right now. Especially if you have kids, Amazon Renewed Premium is absolutely the way to go!!! But I’ll definitely do this again for my next iPhone upgrade if this holds up. I’m thrilled!!!",Apple iPhone 13,Midnight,128GB
B0BGQKY8S9,10/21/2024,TRUE,4,"a good deal, amazon renewed premium iphone 13","looked good out of the box, battery life is good, easy transfer of backup. the e sim transfer did not go well, so i took the sim card out and put it into the 13. so far, all good. pleasantly surprised so far. stay tuned.",Apple iPhone 13,Midnight,128GB
B0BGQKY8S9,11/7/2024,TRUE,5,Works like new,"I have had no issues with this phone. Works like new. Looks new. Great sound quality, screen is in perfect condition. Great battery life. I have no complaints.",Apple iPhone 13, Red,128GB
B0BGQKY8S9,10/28/2024,TRUE,5,Very good product,Got the green iPhone 13 with 128GB and just got it activated and came with 100% battery capacity and it works like a brand new phone and didn’t come with any scratches or anything. Also it got delive Red on time and came with the charger but not the box which is fine bcz I have plenty. But definitely recommend 👍🏽,Apple iPhone 13,Green,128GB
B0BGQKY8S9,9/24/2024,TRUE,5,100% Battery Capacity and iPhone was in perfect condition,"I am so happy with this purchase. The sound quality on the phone is immaculate. Absolutely no dust/buildup in the speakers. The phone is in like new condition, without ANY scratches or dings. It is beautiful. I have a case on it now to protect it and keep it in the pristine condition it came in. I have had this phone for approximately 4 days now and it has given me zero issues. I was able to put in my SIM card from my carrier, transfer all of my data from my old iPhone 11, and go. Seamless experience with using apps, surfing the web and making calls. Amazon renewed seems to be the way to go, THANK you!!! I love my new phone so much.",Apple iPhone 13,Pink,128GB
B0BGQKY8S9,10/28/2024,TRUE,5,LLegó nuevo 100% de batería y ¡todavía tiene garantía!,¿Qué puedo decir? El teléfono llegó con batería al 100% y garantía hasta junio 2025. Incluso pude  Redimir la prueba de 3 meses de apple news y apple fitness.,Apple iPhone 13,Midnight,128GB
B0BGQKY8S9,8/1/2024,TRUE,5,Hasta el momento todo bien,"Llegó antes de tiempo, y en perfectas condiciones, ni un solo rayón, ni marcas de ningún tipo, como si literal fuera nuevo, hasta el momento ha funcionado bien todo, bocinas, altavoces y venía desbloqueado, la capacidad de la batería llegó con el 100. Espero así siga.",Apple iPhone 13, Red,128GB
B0BGQKY8S9,4/11/2024,TRUE,5,Muy bueno,"El teléfono llegó sin un solo raspón, estética al 100, batería al 95%",Apple iPhone 13,Blue,256GB
B0BGQKY8S9,7/30/2024,TRUE,5,Excelente,"Llego muy rápido, en perfectas condiciones, sin rayones, batería 99% de vida útil y por menos de la mitad de un iPhone nuevo Tenía un IPhone SE de segunda generación el cual en su momento compré nuevo, pero creo que el producto que vende Amazon Renew Premium es una mejor opción si quieres usar iPhone sin pagar lo que vale uno de última generación",Apple iPhone 13,Midnight,128GB
B0BGQKY8S9,8/9/2024,TRUE,5,Exelente llegó como lo esperaba y a buen precio,El celular llegó en exelente condiciones,Apple iPhone 13,Midnight,128GB
B0DK15MBHN,11/14/2024,TRUE,5,Perfect!,"I am very happy with this purchase! I hesitated but did not regret about this purchase! Phone condition is excellent, battery 100%, its unlocked, housing is perfect, everything looks working fine, only very tiny scratches on the display which are 100% will not be visible under screen protector. Also first activation date is in September 2024, I purchased it in November 2024.",Apple iPhone 15 Pro Max,Natural Titanium,256GB
B0DK15MBHN,11/4/2024,TRUE,5,iPhone 15 pro max,"Looks brand new and works very well, holds charge for long, the price was very reasonable",Apple iPhone 15 Pro Max,Black Titanium,256GB
B0DK15MBHN,10/22/2024,TRUE,1,DO NOT BUY!!! BE WARE,"I’m inc Redibly frustrated with my experience purchasing the iPhone 15 Pro Max. I received what I thought was a brand-new device back in May 2024, but it turns out I was sold a refurbished phone that hasn’t even been paid off. Now, several months later, I’m dealing with an activation lock because the original buyer didn’t settle their account. The phone itself is impressive—great camera quality, smooth performance, and a sleek design. However, that’s overshadowed by the major issue of not being able to use it. I’ve reached out to customer service multiple times, but the resolution process has been frustratingly slow. In short, if you’re considering buying this phone, I strongly advise against it. You risk ending up with a locked device that you can’t use. Save yourself the hassle and look elsewhere!",Apple iPhone 15 Pro Max,White Titanium,256GB
B0DK15MBHN,10/16/2024,TRUE,5,Mint condition. Looks brand new,"Couldn’t be happier! Gorgeous phone. Unrecognizable that it was used. Battery health is 99%. According to phone info: Manufacture date: September 2023 First use: October 2023. Easy set up at home. No need to go into T-Mobile. So, so pleased! Thank you!",Apple iPhone 15 Pro Max,Black Titanium,1TB
B0DK15MBHN,11/11/2024,TRUE,5,Great Phones,We purchased two phones and one day in couldn’t be happier. Phones are in excellent shape.,Apple iPhone 15 Pro Max,Blue Titanium,256GB
B0DK15MBHN,11/13/2024,TRUE,5,En excelente condiciones,Este IPhone 15 pro Max está en excelente condición por lo que estoy muy satisfecho con mi compra,Apple iPhone 15 Pro Max,Natural Titanium,256GB
B0DK15MBHN,11/13/2024,TRUE,4,Couldn’t be bothe Red to clean phone,"Phone was dirty with gunk around camera and ear hole. I was able to clean it, just annoying. Other than that phone works well so far.",Apple iPhone 15 Pro Max,Blue Titanium,256GB
B0DK15MBHN,11/17/2024,TRUE,5,TRUSTABLE GREAT SELLER!,GREAT IPHONE 15 PRO MAX 98% BATTERY. NO PROBLEMS,Apple iPhone 15 Pro Max,Black Titanium,256GB
B0DK15MBHN,11/7/2024,TRUE,1,Incorrect Storage and Poor Condition,"I was disappointed to receive a device with the wrong storage capacity; I orde Red the 1 TB version but received only 512GB. The product also had noticeable signs of wear, with scratches on the metal frame and a screen protector that was poorly installed and smudged. The overall condition did not meet my expectations for a quality device.",Apple iPhone 15 Pro Max,White Titanium,1TB
B0DK15MBHN,11/2/2024,TRUE,1,iPhone came with IMEI locked to Carrier and locked in a contract with Boost,"I can't believe this - I had to transfer my physical sim because it came WITHOUT a sim tray, only to find out I couldn't activate my dual sims because 1 IMEI is still locked to a US provider (Boost Mobile) and I'm in Canada. Upon calling Boost directly, they said the phone was still on a plan and they could not help me, or remove the lock on the IMEI. I now don't have a phone or phone number I can use when I return this to Amazon. I'm basically WITHOUT a phone. Thanks a bunch guys. I would have given you 1 star - if the phone was in bad condition, but it's good. Thanks for making this a most PAINFUL experience and suck all the joy out of receiving a new iPhone.",Apple iPhone 15 Pro Max,Blue Titanium,1TB
B0DK15MBHN,10/7/2024,TRUE,5,Love it!,"Phone came in pristine condition. No micro scratches. Came with a screen protector already added on, cable and brick. The cable is a generic one, which is to be expected when buying refurbished/renewed. Everything works in good order. Overall happy with my purchase.",Apple iPhone 15 Pro Max,Natural Titanium,256GB
B0DK15MBHN,10/1/2024,TRUE,3,Modèle US = mauvais réseau!,"Le téléphone est arrivé relativement en bon état, il était un peu grafigné coin supérieur droit lors de la réception. Il s'agit d'un modèle US, ce qui n'était pas mentionné lors de l'achat. Donc seulement des E-SIM possible (pas de fente pour une carte physique) et le téléphone n'est pas conçu pour nos réseaux d'ici, il est extrêmement lent pour naviguer sur internet, 6x plus lent que mon ancien iphone 11 pro max.",Apple iPhone 15 Pro Max,Black Titanium,256GB
B0DK15MBHN,9/21/2024,TRUE,3,Physical Condition Is Ok But Weird Stuff are Happening,"I’ve had this phone for a week now and to be honest it’s in a good condition and not an excellent one as the seller has stated. I’ll list the pros and cons below. Pros: 98% battery No scratches on screen Cons: Scratches and chips around camera rings and body. Phone is glitchy. My apple carplay freezes every time I connect it to my car and I’m experiencing multiple app crashes and sometimes the phone randomly mute all audio and I have to restart the phone. I also was on a video call yesterday and the phone randomly restarted which was really weird I did ask multiple of my friends that have this phone if they’re having these issues and they also said no, which makes me wonder if this is an hardware issue vs a software. I will give the phone a couple more weeks and if nothing changes I will have to return it.",Apple iPhone 15 Pro Max,Black Titanium,512GB
B0CRJS6CTQ,7/6/2024,TRUE,5,perfect upgrade from iphone 11,"beautiful phone, no damage or scratches anywhere on it. the only issue i had was setting up the esim, but after an hour on the phone with useless customer support (my phone carrier, not the seller or apple) i figu Red it out on my own. battery is in 100% health. i upgraded from my iphone 11 because i was having issues with not having enough storage (apps were not working, messages not sending, very slow and freezing randomly, resetting and sitting on a loading screen almost constantly) this is definitely the perfect upgrade for me, and i saved some money getting it refurbished. very worth it in my opinion. seems pretty durable and the camera is awesome. i was a little worried about delivery but this came on time as expected and came to the right place. i wish it would have came with the original cable, but no issue with the one it came with. great performance and no issues.",Apple iPhone 15,Pink,128GB
B0CRJS6CTQ,9/22/2024,TRUE,5,perfect upgrade from iphone 11,"i was a bit skeptical upon ordering, but the phone arrived the next day. came in pristine condition! everything checks out, no scratches or cracks, battery health is amazing, camera quality is great. i definitely recommend buying a refurbished phone from amazon! no problems so far, was able to connect to my carrier in minutes.",Apple iPhone 15,Green,128GB
B0CRJS6CTQ,10/17/2024,TRUE,1,Avoid avoid,This phone is defective and I went to return it because I paid for the premium (365 return window) and the seller is now stating they want a 50% restocking fee because it doesn’t have the “original seal”. Absolute ripoff and would avoid this seller at all costs. Will be filing a formal complaint with Amazon as this is misleading and p Redatory behavior.,Apple iPhone 15,Black,256GB
B0CRJS6CTQ,11/1/2024,TRUE,5,Refurbished iPhone.,"I was a little skeptical of a refurbished phone. I orde Red a premium refurbished iPhone 15 and when it arrived, I was surprised that it was in such good condition. It was very easy to transfer everything from my old iPhone and so far it’s working great.",Apple iPhone 15,Black,128GB
B0CRJS6CTQ,8/4/2024,TRUE,4,Great!,It looks great without scratch or punch. and it works great. If I recommend it,Apple iPhone 15,Green,128GB
B0CRJS6CTQ,8/4/2024,TRUE,5,Worth it!!,"Absolutely thrilled with the phone! This is the 3rd refurbished phone I’ve ever bought and by far the best one I’ve had, no dents no scratches I genuinely would have had no idea the phone was a refurb if I wasn’t the one who purchased it! Battery health is on 100% too!! The ONLY downside that kinda irritated me was that it didn’t come with a block. No big deal though. Initially I was on the fence because I’ve never purchased anything this pricey from Amazon but it was well worth it! I will say one thing that threw me off was the E-Sim, I went to take mine out of my old phone and realized pretty quick that this phone doesn’t need a physical sim. Set up was extremely easy and the color is so beautiful!",Apple iPhone 15,Green,256GB
B0CRJS6CTQ,11/1/2024,TRUE,5,Perfect,"It’s what I’m using to do this review 😉 great item, works as expected and better price than a new one. No issues, I’d buy again.",Apple iPhone 15,Pink,128GB
B0CRJS6CTQ,10/18/2024,TRUE,2,My first iPhone experience and I'm left wondering why people want these things.,"I've been an Android user since the beginning and before that I was a Palm Trio user. I always suspected Apple was overhyped. Now I'm convinced I was absolutely right. I really can't think of any  Redeeming qualities. Maybe there was a time when Apple was a superior product. But my 8 year old Samsung Galaxy 850 is every bit as good as the Apple i15. In fact, I think better in many regards. Apple seems to have gone out of their way to make it difficult if not impossible to personalize many aspects of the phone. I'm very disappointed.",Apple iPhone 15,Black,256GB
B07ZZM8P2S,10/6/2024,TRUE,5,Excellent product!!,"I highly recommend this !Phone 11 pro max, I placed my order a few days ago and it arrived very quickly, you should also take into account that my order arrived well protected in the box which has its key and a charger, the product was in very good condition, it works perfectly!! Before you insert your SIM card, I recommend that you go to your company and activate it and that's it, your cell phone will work perfectly, highly recommended, I loved it!! ❤️",Apple iPhone 11 Pro Max,Gold,64GB
B07ZZM8P2S,9/16/2024,TRUE,5,iPhone 11 Pro Max delivers in 2024,"I was still using an iPhone 7, and was forced by my carrier (metroPCS) to upgrade to a 5G phone. I’m oldschool and don’t like not owning my own music and movies so I opted for a 512GB hard drive. The phone itself is an instant upgrade, no scratches, great battery (for now) at 82%. The transfer of all previous apps went seamlessly although I’m holding off on their Face ID. I enjoy seeing it automatically turn on when I reach for it, the durability and obviously the 3 lense standard is something that help me blend in with the normies.",Apple iPhone 11 Pro Max,Green,512GB
B07ZZM8P2S,9/20/2024,TRUE,5,Great price and well functioning refurb,"I just had to write this review, as this seller is great! Phone works great, and seller is super quick to reply to issues. What I will warn: NEVER buy the insurance from Asurion thru amazon. Or ever. They will not honor it, they will gladly take your money, insist that you never had insurance with them, and constantly run you in circles to avoid honoring your claim. My phone slid off the counter, and I has the case off so I could charge it, (case didn’t fit) and it cracked. Both Asurion and Amazon refuse to honor the claim, and one amazon rep even went so far as to message the seller that my phone never arrived so the seller would have to refund me. Thankfully I saw the message and let the seller know and they were so so quick to offer their help! Since it was not their fault I took the issue back to the two A’s…and still have yet to hear from them. Want a good phone?? By from THIS seller!!! Insurance for it? Allstate or your private company. Never trust asurion to make good on their word.",Apple iPhone 11 Pro Max,Space Gray,512GB
B07ZZM8P2S,3/29/2023,TRUE,1,Is Renewed Premium worth the extra money?,"Update (12/17/23): Additional observations: 1) the Amazon Renewed certification card is marked 10/27/23, and when I received it 12/2/23 (about 5 weeks), the battery was completely dead; 2) after charging back to 100%, I put it in airplane mode (to turn off both WiFi and bluetooth), and also put it in battery saver mode; I checked the battery percentages once a day, and it was losing 10-15% per day, so this battery is very weak. I did a parallel test with another iPhone (11 pro max), and that one only lost 10% (100% > 90%) over a week. This is an excellent test to check the true condition of the battery. Update (12/15/23): Orde Red a 5th Amazon Premium Renewed phone (iPhone 12 Pro Max), and the battery life, which should be above 90%, is actually 88%. Update (3/28/23): After lengthy discussions with Amazon, they will not honor the 90% battery guarantee stated on the Amazon Premium Renewed page, because it is ""not stated on the Amazon invoice"". 1-star, no longer recommended. Update (2/1/23): Ran into some issues, probably things that should be checked upon receipt of a renewed or premium renewed product: 1) battery life [below advertised 80 or 90%], 2) parts replaced, either with genuine or non-genuine Apple parts, 3) overall functionality [defective charging port].  Reducing overall rating to 4-stars. Summary: Upgrading from an iPhone 7 plus, and decided I would go with the 11 Pro Max version. I was on the fence whether the extra money for the premium renewed is worth it, so will be discussing what I conside Red. Observations: The high level basic differences are: 1) about a $100 difference; 2) three vs. 12 months return period: 3) battery level of 80% vs. 90%. Recommendation: After considering the factors, I decided to look into how much a replacement battery would cost, which is $40 right now. However, starting with the iPhone 8 (i think), Apple started sealing the cases, which requires a heat gun to separate the case because of the extra waterproofing adhesive. To breakdown the addition $100 cost, subtract the $40 battery from that, leaving $60 for an additional 9-months (or $6.67/month) to ""insurance"" to return the phone if issues come up. Carrier Lock: I decided I wanted an unlocked version, and that appears to be another feature that is included with Premium Renewed, with the majority of carrier locked versions being offe Red as renewed only. Conclusion: For the additional $100, I elected to go with the Renewed Premium. I rate both the Renewed and the Premium Renewed as 5-stars. Which you chose would depend on individual financial and personal factors. Related Products: Apple iPhone 11 Pro Max, US Version, 256GB, Midnight - Unlocked (Renewed) 4.3 out of 5 stars 12,122 ratings | 1000+ answe Red questions Price: $491.86 https://www.amazon.com/gp/product/B07Z4681LQ/ Apple iPhone 11 Pro Max, 256GB, Midnight Green - Unlocked (Renewed Premium) 4.3 out of 5 stars 12,122 ratings | 1000+ answe Red questions Price: $586.00 https://www.amazon.com/gp/product/B08BHFGJXF",Apple iPhone 11 Pro Max,Midnight Green,256GB
B07ZZM8P2S,8/21/2024,TRUE,4,Phone came in good condition !,"This phone looks nice, really, honestly. The phone was neatly packaged and wrapped, came with a charger and a sim card opener + the amazon renewed paper. It had a couple scratches on the sides but they were very minor & not noticeable at all. The screen was very clear no cracks. My only issue is the screen when it’s turned on. It had this weird mild & subtle static & I can see a faint black grain when I am staring closely to the phone. Now I understand this phone is refurbished & renewed but I won’t lie the screen when I have the phone on really bugs me. I would be lying if I said I am totally satisfied with this phone. Not to mention the phone is kinda slow, it lags & the battery life I received when I when I went to the settings was at an 80 % .. *sighs* , trying to decide if I should thug it out & be delusional or just send the phone back even tho I fear the quality of phone I’d received next. I’ve contacted the seller .. I haven’t heard anything yet. I’ll update soon. Update : Ive decided to return the phone because I feel like I would be settling if I had to keep this phone. I will say though I am surprised the phone came in a very good condition. But truly there were internal hardware and software issues in terms of the static screen flickering/blinking that I just couldn't overlook. The seller has been responsive and cooperative. I am thankful. I pray I get my money back on time. As of right now id rate my experience an 8/10 !",Apple iPhone 11 Pro Max,Space Gray,256GB
B07ZZM8P2S,11/13/2024,TRUE,1,"El telefono esta bloquedo, no puedo usarlo y el vendedor no me una solución",El teléfono esta bloqueado y el vendedor no me da soluciones.,Apple iPhone 11 Pro Max,Gold,64GB
B07ZZM8P2S,9/30/2024,TRUE,5,Good phone,Have had no issues works great,Apple iPhone 11 Pro Max,Silver,64GB
B07ZZM8P2S,2/14/2024,TRUE,3,No compatible con Telcel,No lo puedo usar hasta desbloquearlo y a ver…,Apple iPhone 11 Pro Max,Midnight Green,64GB
B07ZZM8P2S,2/6/2024,TRUE,5,"It’s too expensive to buy new, used is much better.","The battery is very good, and the camera is a good upgrade from my last phone.",Apple iPhone 11 Pro Max,Space Gray,64GB
B07ZZM8P2S,7/2/2023,TRUE,5,Excelente compra,"Viene como nuevo, vida de la batería 100%. Una excelente compra.",Apple iPhone 11 Pro Max,Midnight Green,64GB
B0CNM32TLW,9/14/2024,TRUE,5,He LOVES IT,I got the phone for my 13 year old and he loves it. Perfect price! Perfect size! Bought all the accessories in the bundle deal!,Apple iPhone 7,null,null
B0CNM32TLW,10/17/2024,TRUE,1,Bad battery life,Phone works fine but it doesnt get charged completely and when is charged it dies pretty quick even when is not in use.,Apple iPhone 7,null,null
B0CNM32TLW,1/3/2024,TRUE,5,iPhone 7,Phone was for my husband and the phone was exactly what he wanted. Works great and in great condition,Apple iPhone 7,null,null
B0CNM32TLW,8/7/2024,TRUE,4,Ok,It’s a nice phone it’s small and it come in an iPhone box it came in a brown box but it got hot very very fast in charge is kind of slow and yeah I would recommend buying a newer phone like up-to-date phone,Apple iPhone 7,null,null
B0CNM32TLW,10/29/2024,TRUE,3,Affordable iPhone!,"The Apple iPhone 7 32GB Unlocked in Black is a reliable, budget-friendly option for those who need a basic smartphone for everyday tasks. Despite being an older model, it still handles essentials like calls, texts, social media, and light apps smoothly. The camera performs well in good lighting, and the compact size is comfortable to hold. However, the 32GB storage fills up quickly, especially with apps and photos, so regular backups are recommended. Battery life may also be shorter compa Red to newer models, but overall, it’s a solid choice for basic use without breaking the bank.",Apple iPhone 7,null,null
B0CNM32TLW,8/20/2024,TRUE,5,iPhone,Like it,Apple iPhone 7,null,null
B0CNM32TLW,10/12/2024,TRUE,2,Don’t judge a book by the cover!,"Outside appearance was outstanding, it looked like new. Battery was weaker than they claimed, I will have to replace battery soon. I wouldn’t buy from this company again.",Apple iPhone 7,null,null
B0CNM32TLW,11/8/2024,TRUE,1,trash,"when first got this phone, it looked pretty good but when I used it the phone would run hot every time and start to glitch. it did have scratches on it. i would recommend this phone to anyone don't buy it",Apple iPhone 7,null,null
B09LNSNZM8,10/28/2024,TRUE,5,Pretty good,It did have some scratches and a ding or two but it’s expected for a refurbished device. The functionality is pretty consistent overall and as I stated it has a couple of scratches but from there it looks and performs good.,Apple iPhone 13,Midnight,128GB
B09LNSNZM8,11/11/2024,TRUE,5,Nice phone that came like new,The phone was purchased to be in excellent condition and I would agree. It arrived and appears new with 100% battery life at time of purchase. The navy blue color is unique which I appreciate. The iPhone 13 works well and I have no concerns. I would use this company again for a refurbished phone. I appreciate that I can pay in full instead of having a payment plan through AT&T.,Apple iPhone 13,Midnight,128GB
B09LNSNZM8,11/10/2024,TRUE,4,"Good phone, cut cord","The phone's in good shape. Everything seems to work. 85% battery life, same as everyone else has reported. The charging cord arrived cut almost in half. Its little sealed bag was undamaged, as was the packaging of the phone, suggesting the cord was cut sometime prior to bagging. Every wire had been seve Red.",Apple iPhone 13, Red,128GB
