productAsin,date,isVerified,ratingScore,reviewTitle,reviewDescription,model,Color,Storage,Sentiment,cleaned_reviews
B0BGQKY8S9,8/31/2024,True,5,Like a brand new iPhone,"So I was really pretty skeptical at first of buying a refurbished iPhone off of Amazon no less, but I was in desperate need of a new phone and Amazon partners with Affirm so I could finance, so I carefully read through the reviews and ultimately orde Red the dark green iPhone 13 back in April and here I am in almost September and I can’t even tell you how happy and impressed I am with this phone!! Not a SINGLE scratch, dent, crack or any indication of cosmetic damage whatsoever, came with original charger and pamphlets, started up perfectly, transfer Red over my sd card and my phone service to this phone without a SINGLE hitch, works like brand new, camera quality is up to par, battery health is 100%, speakers and audio are perfect! So glad I went this route and bought a refurbished iPhone through Amazon and didn’t spend hund Reds more at a phone store! If you’re on the fence, I definitely recommend!! I feel I should also mention real quick that only about a WEEK after I got the phone I dropped it the freaking TOILET and at first I was HORRIFIED, I of course majorly panicked and acted very quickly so it was only in water for a few seconds and I dried it off as thoroughly as physically possible (don’t use rice!) but I of course am so relieved to say that even after that incident the phone is still in perfect operating condition!",Apple iPhone 13,Green,128GB,Positive,really pretty skeptical first buying refurbished iphone amazon less desperate need new phone amazon partner affirm could finance carefully read review ultimately orde red dark green iphone back april almost september cant even tell happy impressed phone single scratch dent crack indication cosmetic damage whatsoever came original charger pamphlet started perfectly transfer red sd card phone service phone without single hitch work like brand new camera quality par battery health speaker audio perfect glad went route bought refurbished iphone amazon didnt spend hund red phone store youre fence definitely recommend feel also mention real quick week got phone dropped freaking toilet first horrified course majorly panicked acted quickly water second dried thoroughly physically possible dont use rice course relieved say even incident phone still perfect operating condition
B0BGQKY8S9,9/8/2024,True,5,Renewed premium excellent so far,"Just got my “renewed premium” iPhone 13 from Amazon and by all accounts it’s excellent and pristine — even the packaging was impressive. Honestly, it just seems like a brand-spanking new iPhone but $200 cheaper than the same refurbished iPhone from Apple. It looks flawless, and the battery is at 100% capacity that doesn’t always appear to always be the case with just “renewed” products. It was a bit of a risk, but with the backing of Amazon I decided to give it a shot and SO GLAD I did. Highly recommended!!! And I’ll report back if any eventual downsides, but I highly doubt it given what I’m seeing right now. Especially if you have kids, Amazon Renewed Premium is absolutely the way to go!!! But I’ll definitely do this again for my next iPhone upgrade if this holds up. I’m thrilled!!!",Apple iPhone 13,Midnight,128GB,Positive,got renewed premium iphone amazon account excellent pristine even packaging impressive honestly seems like brandspanking new iphone cheaper refurbished iphone apple look flawless battery capacity doesnt always appear always case renewed product bit risk backing amazon decided give shot glad highly recommended ill report back eventual downside highly doubt given im seeing right especially kid amazon renewed premium absolutely way go ill definitely next iphone upgrade hold im thrilled
B0BGQKY8S9,10/21/2024,True,4,"a good deal, amazon renewed premium iphone 13","looked good out of the box, battery life is good, easy transfer of backup. the e sim transfer did not go well, so i took the sim card out and put it into the 13. so far, all good. pleasantly surprised so far. stay tuned.",Apple iPhone 13,Midnight,128GB,Positive,looked good box battery life good easy transfer backup e sim transfer go well took sim card put far good pleasantly surprised far stay tuned
B0BGQKY8S9,11/7/2024,True,5,Works like new,"I have had no issues with this phone. Works like new. Looks new. Great sound quality, screen is in perfect condition. Great battery life. I have no complaints.",Apple iPhone 13, Red,128GB,Positive,issue phone work like new look new great sound quality screen perfect condition great battery life complaint
B0BGQKY8S9,10/28/2024,True,5,Very good product,Got the green iPhone 13 with 128GB and just got it activated and came with 100% battery capacity and it works like a brand new phone and didn’t come with any scratches or anything. Also it got delive Red on time and came with the charger but not the box which is fine bcz I have plenty. But definitely recommend 👍🏽,Apple iPhone 13,Green,128GB,Positive,got green iphone gb got activated came battery capacity work like brand new phone didnt come scratch anything also got delive red time came charger box fine bcz plenty definitely recommend
B0BGQKY8S9,9/24/2024,True,5,100% Battery Capacity and iPhone was in perfect condition,"I am so happy with this purchase. The sound quality on the phone is immaculate. Absolutely no dust/buildup in the speakers. The phone is in like new condition, without ANY scratches or dings. It is beautiful. I have a case on it now to protect it and keep it in the pristine condition it came in. I have had this phone for approximately 4 days now and it has given me zero issues. I was able to put in my SIM card from my carrier, transfer all of my data from my old iPhone 11, and go. Seamless experience with using apps, surfing the web and making calls. Amazon renewed seems to be the way to go, THANK you!!! I love my new phone so much.",Apple iPhone 13,Pink,128GB,Positive,happy purchase sound quality phone immaculate absolutely dustbuildup speaker phone like new condition without scratch ding beautiful case protect keep pristine condition came phone approximately day given zero issue able put sim card carrier transfer data old iphone go seamless experience using apps surfing web making call amazon renewed seems way go thank love new phone much
B0BGQKY8S9,10/28/2024,True,5,LLegó nuevo 100% de batería y ¡todavía tiene garantía!,¿Qué puedo decir? El teléfono llegó con batería al 100% y garantía hasta junio 2025. Incluso pude  Redimir la prueba de 3 meses de apple news y apple fitness.,Apple iPhone 13,Midnight,128GB,Neutral,qu puedo decir el telfono lleg con batera al garanta hasta junio incluso pude redimir la prueba de meses de apple news apple fitness
B0BGQKY8S9,8/1/2024,True,5,Hasta el momento todo bien,"Llegó antes de tiempo, y en perfectas condiciones, ni un solo rayón, ni marcas de ningún tipo, como si literal fuera nuevo, hasta el momento ha funcionado bien todo, bocinas, altavoces y venía desbloqueado, la capacidad de la batería llegó con el 100. Espero así siga.",Apple iPhone 13, Red,128GB,Neutral,lleg ante de tiempo en perfecta condiciones ni un solo rayn ni marcas de ningn tipo como si literal fuera nuevo hasta el momento ha funcionado bien todo bocinas altavoces vena desbloqueado la capacidad de la batera lleg con el espero siga
B0BGQKY8S9,4/11/2024,True,5,Muy bueno,"El teléfono llegó sin un solo raspón, estética al 100, batería al 95%",Apple iPhone 13,Blue,256GB,Neutral,el telfono lleg sin un solo raspn esttica al batera al
B0BGQKY8S9,7/30/2024,True,5,Excelente,"Llego muy rápido, en perfectas condiciones, sin rayones, batería 99% de vida útil y por menos de la mitad de un iPhone nuevo Tenía un IPhone SE de segunda generación el cual en su momento compré nuevo, pero creo que el producto que vende Amazon Renew Premium es una mejor opción si quieres usar iPhone sin pagar lo que vale uno de última generación",Apple iPhone 13,Midnight,128GB,Neutral,llego muy rpido en perfecta condiciones sin rayones batera de vida til por menos de la mitad de un iphone nuevo tena un iphone se de segunda generacin el cual en su momento compr nuevo pero creo que el producto que vende amazon renew premium e una mejor opcin si quieres usar iphone sin pagar lo que vale uno de ltima generacin
B0BGQKY8S9,8/9/2024,True,5,Exelente llegó como lo esperaba y a buen precio,El celular llegó en exelente condiciones,Apple iPhone 13,Midnight,128GB,Neutral,el celular lleg en exelente condiciones
B0DK15MBHN,11/14/2024,True,5,Perfect!,"I am very happy with this purchase! I hesitated but did not regret about this purchase! Phone condition is excellent, battery 100%, its unlocked, housing is perfect, everything looks working fine, only very tiny scratches on the display which are 100% will not be visible under screen protector. Also first activation date is in September 2024, I purchased it in November 2024.",Apple iPhone 15 Pro Max,Natural Titanium,256GB,Positive,happy purchase hesitated regret purchase phone condition excellent battery unlocked housing perfect everything look working fine tiny scratch display visible screen protector also first activation date september purchased november
B0DK15MBHN,11/4/2024,True,5,iPhone 15 pro max,"Looks brand new and works very well, holds charge for long, the price was very reasonable",Apple iPhone 15 Pro Max,Black Titanium,256GB,Positive,look brand new work well hold charge long price reasonable
B0DK15MBHN,10/22/2024,True,1,DO NOT BUY!!! BE WARE,"I’m inc Redibly frustrated with my experience purchasing the iPhone 15 Pro Max. I received what I thought was a brand-new device back in May 2024, but it turns out I was sold a refurbished phone that hasn’t even been paid off. Now, several months later, I’m dealing with an activation lock because the original buyer didn’t settle their account. The phone itself is impressive—great camera quality, smooth performance, and a sleek design. However, that’s overshadowed by the major issue of not being able to use it. I’ve reached out to customer service multiple times, but the resolution process has been frustratingly slow. In short, if you’re considering buying this phone, I strongly advise against it. You risk ending up with a locked device that you can’t use. Save yourself the hassle and look elsewhere!",Apple iPhone 15 Pro Max,White Titanium,256GB,Positive,im inc redibly frustrated experience purchasing iphone pro max received thought brandnew device back may turn sold refurbished phone hasnt even paid several month later im dealing activation lock original buyer didnt settle account phone impressivegreat camera quality smooth performance sleek design however thats overshadowed major issue able use ive reached customer service multiple time resolution process frustratingly slow short youre considering buying phone strongly advise risk ending locked device cant use save hassle look elsewhere
B0DK15MBHN,10/16/2024,True,5,Mint condition. Looks brand new,"Couldn’t be happier! Gorgeous phone. Unrecognizable that it was used. Battery health is 99%. According to phone info: Manufacture date: September 2023 First use: October 2023. Easy set up at home. No need to go into T-Mobile. So, so pleased! Thank you!",Apple iPhone 15 Pro Max,Black Titanium,1TB,Positive,couldnt happier gorgeous phone unrecognizable used battery health according phone info manufacture date september first use october easy set home need go tmobile pleased thank
B0DK15MBHN,11/11/2024,True,5,Great Phones,We purchased two phones and one day in couldn’t be happier. Phones are in excellent shape.,Apple iPhone 15 Pro Max,Blue Titanium,256GB,Positive,purchased two phone one day couldnt happier phone excellent shape
B0DK15MBHN,11/13/2024,True,5,En excelente condiciones,Este IPhone 15 pro Max está en excelente condición por lo que estoy muy satisfecho con mi compra,Apple iPhone 15 Pro Max,Natural Titanium,256GB,Neutral,este iphone pro max est en excelente condicin por lo que estoy muy satisfecho con mi compra
B0DK15MBHN,11/13/2024,True,4,Couldn’t be bothe Red to clean phone,"Phone was dirty with gunk around camera and ear hole. I was able to clean it, just annoying. Other than that phone works well so far.",Apple iPhone 15 Pro Max,Blue Titanium,256GB,Negative,phone dirty gunk around camera ear hole able clean annoying phone work well far
B0DK15MBHN,11/17/2024,True,5,TRUSTABLE GREAT SELLER!,GREAT IPHONE 15 PRO MAX 98% BATTERY. NO PROBLEMS,Apple iPhone 15 Pro Max,Black Titanium,256GB,Positive,great iphone pro max battery problem
B0DK15MBHN,11/7/2024,True,1,Incorrect Storage and Poor Condition,"I was disappointed to receive a device with the wrong storage capacity; I orde Red the 1 TB version but received only 512GB. The product also had noticeable signs of wear, with scratches on the metal frame and a screen protector that was poorly installed and smudged. The overall condition did not meet my expectations for a quality device.",Apple iPhone 15 Pro Max,White Titanium,1TB,Negative,disappointed receive device wrong storage capacity orde red tb version received gb product also noticeable sign wear scratch metal frame screen protector poorly installed smudged overall condition meet expectation quality device
B0DK15MBHN,11/2/2024,True,1,iPhone came with IMEI locked to Carrier and locked in a contract with Boost,"I can't believe this - I had to transfer my physical sim because it came WITHOUT a sim tray, only to find out I couldn't activate my dual sims because 1 IMEI is still locked to a US provider (Boost Mobile) and I'm in Canada. Upon calling Boost directly, they said the phone was still on a plan and they could not help me, or remove the lock on the IMEI. I now don't have a phone or phone number I can use when I return this to Amazon. I'm basically WITHOUT a phone. Thanks a bunch guys. I would have given you 1 star - if the phone was in bad condition, but it's good. Thanks for making this a most PAINFUL experience and suck all the joy out of receiving a new iPhone.",Apple iPhone 15 Pro Max,Blue Titanium,1TB,Positive,cant believe transfer physical sim came without sim tray find couldnt activate dual sims imei still locked u provider boost mobile im canada upon calling boost directly said phone still plan could help remove lock imei dont phone phone number use return amazon im basically without phone thanks bunch guy would given star phone bad condition good thanks making painful experience suck joy receiving new iphone
B0DK15MBHN,10/7/2024,True,5,Love it!,"Phone came in pristine condition. No micro scratches. Came with a screen protector already added on, cable and brick. The cable is a generic one, which is to be expected when buying refurbished/renewed. Everything works in good order. Overall happy with my purchase.",Apple iPhone 15 Pro Max,Natural Titanium,256GB,Positive,phone came pristine condition micro scratch came screen protector already added cable brick cable generic one expected buying refurbishedrenewed everything work good order overall happy purchase
B0DK15MBHN,10/1/2024,True,3,Modèle US = mauvais réseau!,"Le téléphone est arrivé relativement en bon état, il était un peu grafigné coin supérieur droit lors de la réception. Il s'agit d'un modèle US, ce qui n'était pas mentionné lors de l'achat. Donc seulement des E-SIM possible (pas de fente pour une carte physique) et le téléphone n'est pas conçu pour nos réseaux d'ici, il est extrêmement lent pour naviguer sur internet, 6x plus lent que mon ancien iphone 11 pro max.",Apple iPhone 15 Pro Max,Black Titanium,256GB,Neutral,le tlphone est arriv relativement en bon tat il tait un peu grafign coin suprieur droit lors de la rception il sagit dun modle u ce qui ntait pa mentionn lors de lachat donc seulement de esim possible pa de fente pour une carte physique et le tlphone nest pa conu pour no rseaux dici il est extrmement lent pour naviguer sur internet x plus lent que mon ancien iphone pro max
B0DK15MBHN,9/21/2024,True,3,Physical Condition Is Ok But Weird Stuff are Happening,"I’ve had this phone for a week now and to be honest it’s in a good condition and not an excellent one as the seller has stated. I’ll list the pros and cons below. Pros: 98% battery No scratches on screen Cons: Scratches and chips around camera rings and body. Phone is glitchy. My apple carplay freezes every time I connect it to my car and I’m experiencing multiple app crashes and sometimes the phone randomly mute all audio and I have to restart the phone. I also was on a video call yesterday and the phone randomly restarted which was really weird I did ask multiple of my friends that have this phone if they’re having these issues and they also said no, which makes me wonder if this is an hardware issue vs a software. I will give the phone a couple more weeks and if nothing changes I will have to return it.",Apple iPhone 15 Pro Max,Black Titanium,512GB,Positive,ive phone week honest good condition excellent one seller stated ill list pro con pro battery scratch screen con scratch chip around camera ring body phone glitchy apple carplay freeze every time connect car im experiencing multiple app crash sometimes phone randomly mute audio restart phone also video call yesterday phone randomly restarted really weird ask multiple friend phone theyre issue also said make wonder hardware issue v software give phone couple week nothing change return
B0CRJS6CTQ,7/6/2024,True,5,perfect upgrade from iphone 11,"beautiful phone, no damage or scratches anywhere on it. the only issue i had was setting up the esim, but after an hour on the phone with useless customer support (my phone carrier, not the seller or apple) i figu Red it out on my own. battery is in 100% health. i upgraded from my iphone 11 because i was having issues with not having enough storage (apps were not working, messages not sending, very slow and freezing randomly, resetting and sitting on a loading screen almost constantly) this is definitely the perfect upgrade for me, and i saved some money getting it refurbished. very worth it in my opinion. seems pretty durable and the camera is awesome. i was a little worried about delivery but this came on time as expected and came to the right place. i wish it would have came with the original cable, but no issue with the one it came with. great performance and no issues.",Apple iPhone 15,Pink,128GB,Positive,beautiful phone damage scratch anywhere issue setting esim hour phone useless customer support phone carrier seller apple figu red battery health upgraded iphone issue enough storage apps working message sending slow freezing randomly resetting sitting loading screen almost constantly definitely perfect upgrade saved money getting refurbished worth opinion seems pretty durable camera awesome little worried delivery came time expected came right place wish would came original cable issue one came great performance issue
B0CRJS6CTQ,9/22/2024,True,5,perfect upgrade from iphone 11,"i was a bit skeptical upon ordering, but the phone arrived the next day. came in pristine condition! everything checks out, no scratches or cracks, battery health is amazing, camera quality is great. i definitely recommend buying a refurbished phone from amazon! no problems so far, was able to connect to my carrier in minutes.",Apple iPhone 15,Green,128GB,Positive,bit skeptical upon ordering phone arrived next day came pristine condition everything check scratch crack battery health amazing camera quality great definitely recommend buying refurbished phone amazon problem far able connect carrier minute
B0CRJS6CTQ,10/17/2024,True,1,Avoid avoid,This phone is defective and I went to return it because I paid for the premium (365 return window) and the seller is now stating they want a 50% restocking fee because it doesn’t have the “original seal”. Absolute ripoff and would avoid this seller at all costs. Will be filing a formal complaint with Amazon as this is misleading and p Redatory behavior.,Apple iPhone 15,Black,256GB,Positive,phone defective went return paid premium return window seller stating want restocking fee doesnt original seal absolute ripoff would avoid seller cost filing formal complaint amazon misleading p redatory behavior
B0CRJS6CTQ,11/1/2024,True,5,Refurbished iPhone.,"I was a little skeptical of a refurbished phone. I orde Red a premium refurbished iPhone 15 and when it arrived, I was surprised that it was in such good condition. It was very easy to transfer everything from my old iPhone and so far it’s working great.",Apple iPhone 15,Black,128GB,Positive,little skeptical refurbished phone orde red premium refurbished iphone arrived surprised good condition easy transfer everything old iphone far working great
B0CRJS6CTQ,8/4/2024,True,4,Great!,It looks great without scratch or punch. and it works great. If I recommend it,Apple iPhone 15,Green,128GB,Positive,look great without scratch punch work great recommend
B0CRJS6CTQ,8/4/2024,True,5,Worth it!!,"Absolutely thrilled with the phone! This is the 3rd refurbished phone I’ve ever bought and by far the best one I’ve had, no dents no scratches I genuinely would have had no idea the phone was a refurb if I wasn’t the one who purchased it! Battery health is on 100% too!! The ONLY downside that kinda irritated me was that it didn’t come with a block. No big deal though. Initially I was on the fence because I’ve never purchased anything this pricey from Amazon but it was well worth it! I will say one thing that threw me off was the E-Sim, I went to take mine out of my old phone and realized pretty quick that this phone doesn’t need a physical sim. Set up was extremely easy and the color is so beautiful!",Apple iPhone 15,Green,256GB,Positive,absolutely thrilled phone rd refurbished phone ive ever bought far best one ive dent scratch genuinely would idea phone refurb wasnt one purchased battery health downside kinda irritated didnt come block big deal though initially fence ive never purchased anything pricey amazon well worth say one thing threw esim went take mine old phone realized pretty quick phone doesnt need physical sim set extremely easy color beautiful
B0CRJS6CTQ,11/1/2024,True,5,Perfect,"It’s what I’m using to do this review 😉 great item, works as expected and better price than a new one. No issues, I’d buy again.",Apple iPhone 15,Pink,128GB,Positive,im using review great item work expected better price new one issue id buy
B0CRJS6CTQ,10/18/2024,True,2,My first iPhone experience and I'm left wondering why people want these things.,"I've been an Android user since the beginning and before that I was a Palm Trio user. I always suspected Apple was overhyped. Now I'm convinced I was absolutely right. I really can't think of any  Redeeming qualities. Maybe there was a time when Apple was a superior product. But my 8 year old Samsung Galaxy 850 is every bit as good as the Apple i15. In fact, I think better in many regards. Apple seems to have gone out of their way to make it difficult if not impossible to personalize many aspects of the phone. I'm very disappointed.",Apple iPhone 15,Black,256GB,Positive,ive android user since beginning palm trio user always suspected apple overhyped im convinced absolutely right really cant think redeeming quality maybe time apple superior product year old samsung galaxy every bit good apple fact think better many regard apple seems gone way make difficult impossible personalize many aspect phone im disappointed
B07ZZM8P2S,10/6/2024,True,5,Excellent product!!,"I highly recommend this !Phone 11 pro max, I placed my order a few days ago and it arrived very quickly, you should also take into account that my order arrived well protected in the box which has its key and a charger, the product was in very good condition, it works perfectly!! Before you insert your SIM card, I recommend that you go to your company and activate it and that's it, your cell phone will work perfectly, highly recommended, I loved it!! ❤️",Apple iPhone 11 Pro Max,Gold,64GB,Positive,highly recommend phone pro max placed order day ago arrived quickly also take account order arrived well protected box key charger product good condition work perfectly insert sim card recommend go company activate thats cell phone work perfectly highly recommended loved
B07ZZM8P2S,9/16/2024,True,5,iPhone 11 Pro Max delivers in 2024,"I was still using an iPhone 7, and was forced by my carrier (metroPCS) to upgrade to a 5G phone. I’m oldschool and don’t like not owning my own music and movies so I opted for a 512GB hard drive. The phone itself is an instant upgrade, no scratches, great battery (for now) at 82%. The transfer of all previous apps went seamlessly although I’m holding off on their Face ID. I enjoy seeing it automatically turn on when I reach for it, the durability and obviously the 3 lense standard is something that help me blend in with the normies.",Apple iPhone 11 Pro Max,Green,512GB,Positive,still using iphone forced carrier metropcs upgrade g phone im oldschool dont like owning music movie opted gb hard drive phone instant upgrade scratch great battery transfer previous apps went seamlessly although im holding face id enjoy seeing automatically turn reach durability obviously lense standard something help blend normies
